"player","position","team","bye","dstBlk","dstFumlRec","dstInt","dstPtsAllow","dstRetTd","dstSack","dstSafety","dstTd","fg","fg0019","fg0039","fg2029","fg3039","fg4049","fg50","fgAtt","fgMiss","fumbles","games","pass300","pass350","pass40","pass400","passAtt","passComp","passCompPct","passInc","passInt","passTds","passYds","rec","rec100","rec150","rec200","rec40","recTds","recYds","regTds","returnTds","returnYds","rush100","rush150","rush200","rush40","rushAtt","rushTds","rushYds","sacks","twoPts","xp","status","yahooId","fbgId","cbsId","foxId","fftId","birthdate","draftYear","mflId"
"Brandon Bostick","TE","NYJ",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.410041265474553,,,,0,0,2.72140151515151,,0,0.809628610729023,0,0,0,0,0,0,0,0,0,0,"ACT",26538,"BostBr00",1985606,4295,15043,"1989-05-03 01:00:00",2012,11125
"Jorvorskie Lane","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,0,"ACT",26548,"LaneJo00",1987614,3816,,"1987-02-04 00:00:00",2012,10992
"Josh Gordon","WR","CLE",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"SUS",26561,"GordJo00",1686045,4243,,"1991-04-13 01:00:00",2012,10960
"Larry Donnell","TE","NYG",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931839402427638,1,0,0,0,0,0,0,0,0,0,0,0,2.51435714285714,,,,0,0.296,26.3911509543088,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",25703,"DonnLa00",1995451,4032,14397,"1988-11-01 01:00:00",2012,11521
"Michael Williams","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,26834,"WillMi05",1632222,,,"1990-09-08 01:00:00",2013,11254
"Cameron Marshall","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"CUT",27250,"MarsCa00",1691361,4249,,"1991-10-14 01:00:00",2013,11476
"Chris Gragg","TE","BUF",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26845,"GragCh00",1632236,4170,13136,"1990-06-30 01:00:00",2013,11256
"Cobi Hamilton","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26820,"HamiCo00",1700779,4284,,"1990-11-13 00:00:00",2013,11215
"Terrance Williams","WR","DAL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.406,,,,0.1,0.2765,39.7199537304801,,0,0.134938101788171,0,0,0,0,0,0,0,0,0,0,"ACT",26697,"WillTe00",1632384,4106,13446,"1989-09-18 01:00:00",2013,11211
"Chris Pantale","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26991,"PantCh01",1630444,4123,,"1990-03-22 01:00:00",2013,11606
"Kenbrell Thompkins","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",27235,"ThomKe02",1752728,4324,13402,"1988-07-29 01:00:00",2013,11440
"Andre Ellington","RB","ARI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,0.998428571428571,0,0,0,0,0,9.12695199537305,,0,25.1411279229711,,,,0,2.86792857142857,0.147928571428571,13.1462695199537,0,0,0,"ACT",26810,"ElliAn00",1630220,4134,13103,"1989-02-03 00:00:00",2013,11175
"Dustin Hopkins","K","WAS",9,0,0,0,0,0,0,0,0,2.22357142857143,0.292180091854858,,0.585958737403755,0.650522544935208,0.585958737403755,0.169419555245153,1.80253353204173,0.148733233979136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48264285714286,"ACT",26800,"HopkDu44",1664151,4266,13168,"1990-10-01 01:00:00",2013,11387
"EJ Manuel","QB","BUF",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,0.346236559139785,0.2,58.9605913978495,0.146236559139785,0,0,3.75750232991612,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.20752688172043,0,0.63010752688172,0,0,0,"ACT",26639,"ManuE.00",1672655,4125,13255,"1990-03-19 01:00:00",2013,11154
"Tavarres King","WR","NYG",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.155587121212121,,,,0,0,2.02433712121212,,0,2.02407152682256,0,0,0,0,0,0,0,0,0,0,"ACT",26784,"KingTa00",1620562,4078,,"1990-07-14 01:00:00",2013,11219
"Chris Harper","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"ACT",26746,"HarpCh00",1620463,4083,,"1989-09-10 01:00:00",2013,11235
"Quinton Patton","WR","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.00828571428571,,,,0,0.152071428571429,36.074031231926,,0,5.03768913342503,0,0,0,0,0,0,0.0309659090909091,0,0,0,"ACT",26751,"PattQu00",1824467,4353,,"1990-08-09 01:00:00",2013,11218
"Aaron Dobson","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26682,"DobsAa00",1701513,4293,13093,"1991-07-23 01:00:00",2013,11214
"Zac Dysert","QB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26857,"DyseZa00",1631626,4195,,"1990-02-08 00:00:00",2013,11157
"Denard Robinson","RB","JAC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,0.883,0,0,0,0,0,7.10427993059572,,0,1.16946354883081,,,,0,4.64121428571429,0.128571428571429,18.3440717177559,0,0,0,"ACT",26758,"RobiDe00",1700475,4278,13338,"1990-09-22 01:00:00",2013,11210
"Rex Burkhead","RB","CIN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.435071428571429,0,0,0,0,0,4.33264285714286,,0,0,,,,0,0.344571428571429,0,1.13957142857143,0,0,0,"ACT",26813,"BurkRe00",1679738,4224,,"1990-07-02 01:00:00",2013,11182
"Mike Glennon","QB","TB",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,1.34126984126984,0.751167133520075,60.7451950513539,0.590102707749767,0.0610644257703081,0.0610644257703081,8.96721428571429,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.173109243697479,0,0.569934640522876,0.089958734525447,0,0,"ACT",26696,"GlenMi00",1630353,4152,13129,"1989-12-12 00:00:00",2013,11152
"Jake Stoneburner","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",27359,"StonJa01",1631109,4070,,"1989-08-25 01:00:00",2013,11245
"Landry Jones","QB","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,1.75742296918768,0.995798319327731,56.5468732959851,0.761624649859944,0.122128851540616,0.0305322128851541,12.9257142857143,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.213725490196078,0,0.0915966386554622,0.189958734525447,0,0,"ACT",26738,"JoneLa02",1630853,4069,,"1989-04-04 01:00:00",2013,11156
"Kenjon Barner","RB","PHI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,0.255571428571429,0,0,0,0,0,2.23545401966455,,0,-0.179917469050894,,,,0,2.58407142857143,0.0766428571428572,11.0606709080393,0,0,0,"ACT",26805,"BarnKe00",1631827,4096,,"1989-04-28 01:00:00",2013,11177
"Markus Wheaton","WR","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09720410065238,,,,0.1,0.416262482168331,40.2993580599144,,0,0,0,0,0,0,0.164609053497942,0,0.915879017013232,0,0,0,"ACT",26702,"WheaMa00",1679942,4223,13430,"1991-02-07 00:00:00",2013,11229
"Zach Line","RB","MIN",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.317214285714286,0,0,0,0,0,3.86263736263736,,0,1.21444291609354,,,,0,0.274357142857143,0.0233571428571429,0.799248120300752,0,0,0,"ACT",27135,"LineZa01",1632462,4110,,"1990-04-26 01:00:00",2013,11474
"Matt Barkley","QB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26721,"BarkMa00",1664140,4209,,"1990-09-08 01:00:00",2013,11151
"Brad Sorensen","QB","MIN",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26844,"SoreBr00",1782643,4291,,"1988-03-13 00:00:00",2013,11158
"Stepfan Taylor","RB","ARI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10752688172043,0,0,0,0,0,0.698924731182796,,0,0,,,,0,0.161290322580645,0,0.537634408602151,0,0,0,"ACT",26763,"TaylSt00",1685988,4241,13396,"1991-06-09 01:00:00",2013,11176
"Christine Michael","RB","SEA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069467787114846,1,0,0,0,0,0,0,0,0,0,0,0,1.49707142857143,0,0,0,0,0.0479285714285714,9.00514748409485,,0,0,,,,0,9.12171428571428,0.222142857142857,35.847021399653,0,0,0,"ACT",26685,"MichCh00",1700931,4276,13278,"1990-11-09 00:00:00",2013,11179
"Joseph Fauria","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"ACT",27187,"FaurJo00",1633106,4197,13108,"1990-01-16 00:00:00",2013,11243
"Geno Smith","QB","NYJ",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305322128851541,1,,,0,,4.57759103641457,2.84257703081233,58.8355142857143,1.73501400560224,0.0915966386554622,0.15266106442577,24.4885,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.84640522875817,0,4.90214752567694,0.729711141678129,0,0,"ACT",26662,"SmitGe01",1700358,4302,13362,"1990-10-10 01:00:00",2013,11150
"Tavon Austin","WR","LA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,3.37264285714286,,,,0.1,0.147928571428571,32.0557547715442,,0,15.8983493810179,0,0,0,0,2.48052126200274,0.12405303030303,15.0414440433213,0,0,0,"ACT",26631,"AustTa00",1700338,4300,13014,"1991-03-15 01:00:00",2013,11213
"Montee Ball","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",26681,"BallMo00",1682170,4234,13019,"1990-12-05 00:00:00",2013,11174
"Caleb Sturgis","K","PHI",4,0,0,0,0,0,0,0,0,1.43321428571429,0,,0.552929533625199,0.538782915794341,0.334139628733193,0.167069814366597,1.80253353204173,0.353800298062593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57364285714286,"ACT",26789,"SturCa44",1620544,4085,13382,"1989-08-09 01:00:00",2013,11384
"Brandon Williams","TE","SEA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20752688172043,,,,0,0,1.57483690587139,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",27103,"WillBr02",2058173,4315,,"1987-10-12 01:00:00",2012,11510
"Mike Gillislee","RB","BUF",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947712418300654,1,0,0,0,0,0,0,0,0,0,0,0,0.743428571428571,0,0,0,0,0,4.25907142857143,,0,0.629711141678129,,,,0,3.59557142857143,0.142714285714286,16.3685,0,0,0,"ACT",26787,"GillMi00",1691404,4261,,"1990-11-01 01:00:00",2013,11180
"Rodney Smith","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",27143,"SmitRo05",1696992,4268,,"1990-03-11 00:00:00",2013,11221
"Ryan Nassib","QB","NYG",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,0.395238095238095,0.228944911297853,68.2406426704015,0.166293183940243,0,0.0305322128851541,4.54314285714286,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.122128851540616,0,-0.183193277310924,0,0,0,"ACT",26733,"NassRy00",1630528,4167,,"1990-03-10 00:00:00",2013,11155
"Marquise Goodwin","WR","BUF",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305322128851541,1,0,0,0,0,0,0,0,0,0,0,0,1.15892857142857,,,,0.3,0.232446500867554,16.0286871023713,,0,0.674690508940853,0,0,0,0,0,0,0.308375451263538,0,0,0,"ACT",26701,"GoodMa00",1691489,4251,13135,"1990-11-19 00:00:00",2013,11239
"Kerwynn Williams","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",26853,"WillKe04",1691322,4256,,"1991-06-09 01:00:00",2013,11185
"Mychal Rivera","TE","OAK",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.04516129032258,,,,0,0.0537634408602151,12.3716682199441,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26807,"RiveMy00",1631841,4098,13336,"1990-09-08 01:00:00",2013,11258
"Marlon Brown","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",27422,"BrowMa02",1700701,4287,13048,"1991-04-22 01:00:00",2013,11481
"Chris Thompson","RB","WAS",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259571428571429,1,0,0,0,0,0,0,0,0,0,0,0,2.69421428571429,0,0,0,0,0.291150954308849,21.6814921920185,,0,0.854607977991747,,,,0,3.773,0.272238288027762,17.3624638519375,0,0,0,"ACT",26777,"ThomCh01",1273546,4269,,"1990-10-20 01:00:00",2013,11186
"Theo Riddick","RB","DET",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,4.36842857142857,0,0,0,0.1,0.201214285714286,39.6441873915558,,0,4.40797799174691,,,,0,5.21357142857143,0.148071428571429,18.167958357432,0,0,0,"ACT",26822,"RiddTh00",1691614,4265,13334,"1991-05-04 01:00:00",2013,11188
"Fozzy Whittaker","RB","CAR",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,0.740214285714286,0,0,0,0,0.0245714285714286,5.55812608444187,,0,5.80233837689133,,,,0,3.741,0.268131868131868,13.8384037015616,0,0,0,"ACT",26596,"WhitFo00",1245251,3943,,"1989-02-22 00:00:00",2012,11342
"Cordarrelle Patterson","WR","MIN",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,0.647571428571429,,,,0,0.0245714285714286,6.89462116830538,,0,49.5132049518569,0,0,0,0,0.0451303155006859,0,0.435227272727273,0,0,0,"ACT",26652,"PattCo00",1996183,4368,13308,"1991-03-17 01:00:00",2013,11225
"Tyler Eifert","TE","CIN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26644,"EifeTy00",1691608,4264,13101,"1990-09-08 01:00:00",2013,11250
"Justin Hunter","WR","MIA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.623716153127918,,,,0,0,8.0921568627451,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26657,"HuntJu00",1737463,4318,13174,"1991-05-20 01:00:00",2013,11212
"Keenan Allen","WR","SD",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449793672627235,,0,0,0,0,0,0,0,0,0,0,0,2.65378266850069,,,,0,0.224896836313618,30.9907840440165,,0,2.33892709766162,0,0,0,0,0,0,0,0,0,0,"ACT",26699,"AlleKe00",1737096,4339,13003,"1992-04-27 01:00:00",2013,11222
"Giovani Bernard","RB","CIN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069467787114846,1,0,0,0,0,0,0,0,0,0,0,0,3.45985714285714,0,0,0,0.1,0.127357142857143,29.3646038172354,,0,0.0449793672627235,,,,0,8.30228571428571,0.176642857142857,33.805031810295,0,0,0,"ACT",26660,"BernGi00",1737248,4325,13031,"1991-11-22 00:00:00",2013,11193
"Stedman Bailey","WR","LA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26715,"BailSt01",1664860,4301,13017,"1990-11-11 00:00:00",2013,11223
"Zach Ertz","TE","PHI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449793672627235,,0,0,0,0,0,0,0,0,0,0,0,1.84415405777166,,,,0,0.089958734525447,30.410321969697,,0,0.224896836313618,0,0,0,0,0,0,0,0,0,0,"ACT",26658,"ErtzZa00",1685963,4240,13104,"1990-11-10 00:00:00",2013,11247
"Jordan Reed","TE","WAS",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,5.53821428571429,,,,0.2,0.524571428571429,60.6094274146906,,0,-0.0449793672627235,0,0,0,0,0,0,0,0,0,0,"ACT",26708,"ReedJo02",1691412,4262,13325,"1990-07-03 01:00:00",2013,11248
"DeAndre Hopkins","WR","HOU",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.444,,,,0.2,0.65187969924812,84.7098901098901,,0,0,0,0,0,0,0,0,0.237545126353791,0,0,0,"ACT",26650,"HopkDe00",1737078,4348,13167,"1992-06-06 01:00:00",2013,11232
"Eddie Lacy","RB","GB",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132119514472456,1,0,0,0,0,0,0,0,0,0,0,0,1.79892857142857,0,0,0,0,0.123357142857143,14.5901677270098,,0,0,,,,0.1,14.6525,0.353142857142857,62.5064198958936,0,0,0,"ACT",26684,"LacyEd00",1691422,4259,13230,"1991-01-01 00:00:00",2013,11201
"Robert Woods","WR","BUF",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,3.12935714285714,,,,0,0.371139386928861,38.8527472527472,,0,0.134938101788171,0,0,0,0,0.0451303155006859,0,0.474945848375451,0,0,0,"ACT",26664,"WoodRo01",1754280,4337,13459,"1992-04-10 01:00:00",2013,11228
"Joseph Randle","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,0,"ACT",26774,"RandJo00",1737645,4329,13323,"1991-12-29 00:00:00",2013,11200
"Tyler Bray","QB","KC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",27170,"BrayTy00",1737685,4317,,"1991-12-27 00:00:00",2013,11170
"LeVeon Bell","RB","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",26671,"BellLe00",1751828,4322,13029,"1992-08-18 01:00:00",2013,11192
"Marquess Wilson","WR","CHI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26859,"WilsMa01",1765998,4347,13451,"1992-09-14 01:00:00",2013,11231
"Knile Davis","RB","KC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258357142857143,1,0,0,0,0,0,0,0,0,0,0,0,0.2375,0,0,0,0,0,1.99687680740312,,0,44.1121045392022,,,,0,1.19121428571429,0,4.70994794679005,0,0,0,"ACT",26719,"DaviKn00",1664705,4217,13084,"1991-10-05 01:00:00",2013,11194
"Josh Boyce","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26725,"BoycJo00",1673383,4213,,"1991-05-06 01:00:00",2013,11224
"Dion Sims","TE","MIA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305322128851541,1,0,0,0,0,0,0,0,0,0,0,0,0.773202614379085,,,,0,0.0305322128851541,7.76178571428571,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26729,"SimsDi00",1700507,4280,13359,"1991-02-18 00:00:00",2013,11249
"Kenny Stills","WR","MIA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.12378571428571,,,,0.1,0.228571428571429,43.0017929438982,,0,0.854607977991747,0,0,0,0,0,0,0.0928977272727273,0,0,0,"ACT",26767,"StilKe00",1737295,4320,13379,"1992-04-22 01:00:00",2013,11227
"Levine Toilolo","TE","ATL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.567428571428571,,,,0,0.0235,3.95639097744361,,0,0,0,0,0,0,0,0,0.237545126353791,0,0,0,"ACT",26756,"ToilLe00",1685990,4242,13407,"1991-07-30 01:00:00",2013,11252
"Spencer Ware","RB","KC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3115,1,0,0,0,0,0,0,0,0,0,0,0,2.48364285714286,0,0,0,0,0.251359167148641,19.2270676691729,,0,0.719669876203576,,,,0.1,13.7887142857143,0.652862926547137,57.8486408328514,0,0,0,"ACT",26817,"WareSp00",1737109,4314,,"1991-11-23 00:00:00",2013,11199
"Gavin Escobar","TE","DAL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642390289449113,1,0,0,0,0,0,0,0,0,0,0,0,0.921195144724557,,,,0,0.132119514472456,7.33607142857143,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26670,"EscoGa00",1691546,4254,13105,"1991-02-03 00:00:00",2013,11251
"Vance McDonald","TE","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.60264285714286,,,,0,0.223357142857143,26.7292654713707,,0,0,0,0,0,0,0,0,0.26115523465704,0,0,0,"ACT",26678,"McDoVa00",1673357,4215,13269,"1990-06-13 01:00:00",2013,11257
"Mike James","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",26812,"JameMi00",1664780,4218,13181,"1991-04-13 01:00:00",2013,11190
"Tommy Bohanon","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",26838,"BohaTo00",1664304,4220,,"1990-09-10 01:00:00",2013,11408
"Kyle Juszczyk","RB","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.31220876048462,0,0,0,0,0.0627213420316869,14.5005706134094,,0,0,,,,0,0.217427772600186,0,0.741472506989748,0,0,0,"ACT",26753,"JuszKy00",1683145,4235,13213,"1991-04-23 01:00:00",2013,11367
"Jack Doyle","TE","IND",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.76835714285714,,,,0,0.330075187969925,14.7338924233661,,0,0.179917469050894,0,0,0,0,0,0,0.237545126353791,0,0,0,"ACT",27299,"DoylJa00",2041264,4204,,"1990-05-05 01:00:00",2013,11516
"Nick Kasa","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26795,"KasaNi00",1682127,4233,,"1990-11-05 00:00:00",2013,11255
"Justice Cunningham","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",26877,"CunnJu00",1686001,4245,,"1991-01-14 00:00:00",2013,11429
